id,SMILES,Density
87817,*CC(*)c1ccccc1C(=O)OCCCCCC,0.9385780692100524
106919,*Nc1ccc([C@H](CCC)c2ccc(C3(c4ccc([C@@H](CCC)c5ccc(N*)cc5)cc4)CCC(CCCCC)CC3)cc2)cc1,0.9308161735534668
388772,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(S(=O)(=O)c7ccc(Oc8ccc(C=C9CCCC(=Cc%10ccc(*)cc%10)C9=O)cc8)cc7)cc6)cc5)CCCCC4)cc3)cc2)cc1,1.1672430038452148
519416,*Nc1ccc(-c2c(-c3ccc(C)cc3)c(-c3ccc(C)cc3)c(N*)c(-c3ccc(C)cc3)c2-c2ccc(C)cc2)cc1,0.9160128831863404
539187,*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C(*)=O)cc2OCCCCCCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,1.099716305732727
950661,*OC(=O)CCCCCCCCC(=O)OC1COC2C(*)COC12,0.9895530343055724
1012066,*Nc1ccc([C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)cc1N*,0.9855184555053712
1022104,*C(=O)Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C7(c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)CC8CC7C7CCCC87)cc6)cc4)C5=O)cc3)c(C(C)(C)C)c2)cc1,1.1336711645126345
1722264,*CC(*)(C)C(=O)OCCCCCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,0.9850380420684814
2265305,*Nc1ccc(-c2ccc(-c3ccc(N*)cc3)cc2)cc1,1.046242356300354
2986007,*c1ccc(-c2ccc3c(c2)C(CCCCCCC#N)(CCCCCCC#N)c2cc(*)ccc2-3)cc1,0.901122805
3013292,*CC(*)c1ccc(C(=O)O)c(C(=O)O)c1,1.184354013
3053950,*c1cccc(N2C(=O)c3ccc(Oc4ccc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5c4)cc3C2=O)c1,1.1247020959854126
3128201,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3ccc(Cc4ccc(C(=O)c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,1.134664535522461
3139746,*CCOCCOC(=O)c1ccc(C(=O)O*)cc1,1.146961331367493
3254580,*Nc1ccc(CCc2ccc(N*)c(C)c2)c(C)c1,0.9634827971458436
4600132,*Nc1ccc(-c2ccc(N*)cc2)cc1,1.070555567741394
4658296,*Nc1ccc(C(c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)(P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,1.111636519432068
4834929,*Nc1ccc2c(c1)[C@H]1CC[C@@H]2c2cc(N*)ccc21,1.0856943130493164
5118841,*C(=O)c1ccc(N(*)CCCCCCCC)cc1,0.9702556729316713
5350166,*CC(C)(COC(=O)NCCCCCCNC(=O)O*)C(=O)O,1.0800846815109253
5650517,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCC(*)=O)cc2)C(=O)OCC)cc1,1.0912619829177856
5661484,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6ccccn6)nnc5*)cc4)cc3)cc2)cc1,1.1498360633850098
5709902,*Nc1ccc(NC(=O)CCCCCCC(*)=O)cc1,1.0535409450531006
5724071,*NC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3cccc(*)n3)cc2)cc1,1.2119150161743164
5857263,*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,1.141942858695984
5905810,*Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N*)c(C)c1C,0.9044798612594604
5966923,*c1cc(CCOC(=O)NCCCC)c(*)s1,1.0227036476135254
6019988,*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,0.9969511032104492
6102563,*C(=O)OCCOCCOC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,1.181472897529602
6259923,*NC1=C(c2ccc(O)cc2OC)[C@@H](N*)c2c(N)ccc(N)c21,1.1705920696258545
6645418,*CCCCCNC(=O)CCCCC(=O)N*,0.9993135929107666
6665789,*Nc1cccc(C=Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,1.1070468425750732
7586800,*C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7sc(-c8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)c(-c8ccccc8)c7-c7ccccc7)cc5)C6=O)cc4)cc3)cc2)cc1,1.106224775314331
7687820,*CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)N*,0.9362959265708924
8689461,*CC(*)CCCCCCCCCCCCCCCC,0.8172592520713806
8973725,*CC(*)CC(C)(C)CC,0.7918784618377686
9231170,*CC(*)CC,0.8001217842102051
9284896,*O[Si](C)(C)CCCNC(=O)C(=O)NCCC[Si](*)(C)C,0.9410772323608398
10061985,*CCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3)cc2C1=O,1.0355849266052246
10142210,*NC(C)C(=O)NCC(=O)NCC(*)=O,1.1268525123596191
10557152,*C(C)=C(*)[Ge](C)(C)C,0.8159737586975098
11301237,*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc%11nc(*)c(-c%12ccccc%12)nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4nc3-c3ccccc3)cc2)cc1,1.1321609020233154
11664621,*OC(COC(*)=O)COC(C)C,1.0433740615844729
11667291,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,1.137481927871704
11796436,*Nc1cc2c(c(-c3ccccc3)c1N*)[C@@H](c1ccccc1)c1ccccc1-2,0.9737813472747804
11894206,*CC(*)C(=O)Oc1ccccc1C,1.061864136
11955349,*C(=Nc1ccccc1)c1ccc(-c2ccc(*)cc2)cc1,1.0196064710617063
12008966,*CC(*)c1ccc(C(C)(C)C)cc1,0.8653982877731323
12265790,*CC(*)C(=O)OC(C)C,0.9218220710754396
12381586,*CC(*)C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,1.012993335723877
12395811,*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,0.9992991089820862
